taxonKey,scientificName,n_occurrences_natura,n_sites,n_ms,year_min,year_max,n_years,temporal_span,temporal_completeness
7582860,Dianthus integer subsp. minutiflorus (Halácsy) Bornm. ex Strid,2,2,1,2021,2021,1,0,1.0
7583006,Erysimum wahlenbergii Simonk.,2,2,1,2020,2020,1,0,1.0
7583053,Matthiola parviflora (Schousb.) R.Br.,85,33,1,1974,2021,26,47,0.5416666666666666
7584826,"Thlaspi montanum Bory & Chaub., 1838",78,27,5,2011,2025,14,14,0.9333333333333333
7586883,Dianthus barbatus var. compactus (Kit.) Heuff.,16,3,2,2022,2025,3,3,0.75
7588210,Ranunculus bulbosus subsp. bulbifer (Jord.) J.Neves,4,2,1,2011,2011,1,0,1.0
7589413,Gentiana lutea subsp. montserratii (Vivant) O.Bolòs & Vigo,6,3,1,1977,2005,4,28,0.13793103448275862
7589793,Ranunculus nemorosus subsp. polyanthemophyllus (W.Koch & H.E.Hess) Tutin,11,4,2,2003,2025,5,22,0.21739130434782608
7592185,Dianthus campestris M.Bieb.,1,1,1,2022,2022,1,0,1.0
7592353,Dianthus rupicola subsp. bocchoriana L.Llorens & Gradaille,10,6,1,1989,2012,4,23,0.16666666666666666
7592541,Lepidotis inundata (L.) Opiz,1,1,1,,,0,,
7593689,Pulsatilla rubra subsp. hispanica W.Zimmeter,20,8,1,1981,2011,8,30,0.25806451612903225
7595433,"Salmo salar Linnaeus, 1758",333900,249,12,1860,2025,85,165,0.5120481927710844
7596373,Clematis vitalba var. integrata DC.,1,1,1,,,0,,
7599644,Aconitum lamarckii Rchb.,209,50,5,2005,2025,18,20,0.8571428571428571
7601246,Plagiomnium drummondii (Bruch & Schimp.) T.J.Kop.,235,15,1,1974,2024,25,50,0.49019607843137253
7605428,Draba glabella var. hebecarpa (Lindblom) Karlsson,1,1,1,2018,2018,1,0,1.0
7612469,Linaria flava (Poir.) Desf.,33,4,1,1993,2021,8,28,0.27586206896551724
7612877,"Orinocarabus nemoralis (O.F.Müller, 1764)",5,3,1,1989,2004,2,15,0.125
7612891,Primula nutans var. jokelae L.Mäkinen & Y.Mäkinen,20,7,1,1950,2016,8,66,0.11940298507462686
7613173,Ranunculus penicillatus var. calcareus (Butcher) C.D.K.Cook,5,3,1,1987,1992,4,5,0.6666666666666666
7613626,Actaea erythrocarpa (Fisch.) Kom.,5,3,1,2004,2004,1,0,1.0
7616083,Ficaria verna subsp. grandiflora (Robert) Hayek,751,84,1,1875,2023,39,148,0.26174496644295303
7616821,Aethionema monospermum R.Br.,10,5,1,1998,2014,3,16,0.17647058823529413
7619489,Ranunculus demissus Orphan. ex Nyman,121,1,1,1988,2013,8,25,0.3076923076923077
7620061,Dianthus tripunctatus Sm.,2,2,1,2015,2015,1,0,1.0
7620156,Staphisagria macrosperma Spach,55,36,6,2006,2025,12,19,0.6
7621755,Descurainia tanacetifolia subsp. suffruticosa (H.J.Coste & Soulié) Jauzein,4,4,2,2003,2025,3,22,0.13043478260869565
7621984,Linaria ficalhoana Rouy,23,4,1,2002,2002,1,0,1.0
7623920,Dianthus monspessulanus subsp. monspessulanus,13,6,2,1976,2010,4,34,0.11428571428571428
7624085,Senecio leucanthemifolius Poir.,1337,203,10,1978,2025,35,47,0.7291666666666666
7625238,"Carabus linnei Panzer, 1810",5,3,2,2010,2021,2,11,0.16666666666666666
7625618,Artemisia bottnica (Kindb.) Leonova,222,18,1,1993,2025,30,32,0.9090909090909091
7628901,Lepidium draba subsp. draba,11,6,2,2006,2025,7,19,0.35
7636833,Syringa josikaea J.Jacq. ex Rchb.,6,5,3,2008,2025,5,17,0.2777777777777778
7638595,Ranunculus marginatus var. trachycarpus (Fisch. & C.A.Mey.) Azn.,2,2,1,2015,2015,1,0,1.0
7639090,Odontites viscosus subsp. granatensis (Boiss.) Bolliger,6,1,1,1979,2021,4,42,0.09302325581395349
7639623,Noccaea perfoliata (L.) Al-Shehbaz,833,389,19,1909,2025,27,116,0.23076923076923078
7641812,Farsetia incana (L.) R.Br.,2,2,1,1882,1882,1,0,1.0
7646696,Ranunculus parnassiifolius subsp. parnassiifolius L.,242,7,2,1975,2025,17,50,0.3333333333333333
7648027,"Caltha palustris subsp. laeta (Schott, Nyman & Kotschy) Hegi",3,2,1,1957,1958,2,1,1.0
7649336,Senecio vulgaris var. hibernicus Syme,4,3,2,1995,2025,4,30,0.12903225806451613
7652637,Arabis hirsuta subsp. gerardi (Besser) C.Hartm.,7,5,1,1949,2018,3,69,0.04285714285714286
7653106,Dianthus flahaultii Braun-Blanq.,10,2,1,1919,2012,3,93,0.031914893617021274
7654953,Aquilegia viscosa subsp. montsicciana (Font Quer) O.Bolòs & Vigo,5,2,1,1977,1990,4,13,0.2857142857142857
7657198,Tozzia alpina subsp. carpathica (Wol.) Pawl.,8,5,4,2014,2025,4,11,0.3333333333333333
7657729,"Chrysocarabus hispanus (Fabricius, 1787)",1,1,1,2019,2019,1,0,1.0
7658058,Pulsatilla vulgaris var. costeana Aichele & Schwegler,8,5,2,2009,2021,6,12,0.46153846153846156
7658712,Cardamine raphanifolia subsp. gallaecica M.Laínz,27,12,1,1994,2022,8,28,0.27586206896551724
7659521,Ceratocephala falcata (L.) Cramer,13,8,2,2007,2024,6,17,0.3333333333333333
7659621,Helleborus dumetorum subsp. dumetorum,3,3,2,2010,2022,2,12,0.15384615384615385
7664498,Linaria bipunctata subsp. glutinosa (Hoffmanns. & Link) D.A.Sutton,66,8,2,2001,2025,12,24,0.48
7664685,"Erysimum ruscinonense Polatschek, 1979",1,1,1,2017,2017,1,0,1.0
7666206,Moricandia foetida Bourg. ex Coss.,24,5,1,1976,2017,14,41,0.3333333333333333
7667582,Dianthus ciliatus Guss.,73,27,2,2008,2025,11,17,0.6111111111111112
7668994,Dianthus monspessulanus L.,187,46,5,1922,2019,30,97,0.30612244897959184
7670092,Dianthus integer subsp. minutiflorus (Halácsy) Bornm.,4,4,1,2007,2007,1,0,1.0
7670884,Sedum brissemoretii Raym.-Hamet,2,1,1,2004,2004,1,0,1.0
7672609,Dianthus carthusianorum subsp. alpestris (Neil.) Neumayer,1,1,1,2001,2001,1,0,1.0
7675508,"Matthiola valesiaca J.Gay ex Nyman, 1878",3,1,1,2018,2018,1,0,1.0
7678274,Arabis caucasica Willd. ex Schltdl.,15,7,2,1997,2022,6,25,0.23076923076923078
7678610,Raphanus sativus L.,415,143,8,1905,2025,40,120,0.3305785123966942
7681912,Sphagnum subnitens subsp. subnitens,172,52,6,1994,2025,22,31,0.6875
7685229,Alyssum montanum subsp. gmelinii (Jord. & Fourr.) Thell.,16,9,2,1962,2025,4,63,0.0625
7685285,Linaria flava subsp. sardoa (Sommier) Arrigoni,2,2,2,2005,2025,2,20,0.09523809523809523
7688223,Delphinium longipes Moris,1,1,1,2015,2015,1,0,1.0
7691036,Anemone rubra var. rubra,5,3,1,2009,2016,3,7,0.375
7697478,"Anemone hortensis Thore, 1803",4,2,1,,,0,,
7698929,Aconitum variegatum subsp. rostratum (Bernh. ex DC.) P.Fourn.,1,1,1,2015,2015,1,0,1.0
7700512,"Erebia pluto von Prunner, 1798",580,62,5,1894,2025,98,131,0.7424242424242424
7700602,Dianthus carthusianorum var. saxigenus Schur,1,1,1,1891,1891,1,0,1.0
7700649,Sphagnum compactum var. imbricatum Warnst.,2,1,1,1921,1921,1,0,1.0
7701037,Nasturtium officinale R.Br.,1786,576,19,1939,2025,80,86,0.9195402298850575
7701982,Dianthus gracilis Sm.,18,6,2,2010,2025,9,15,0.5625
7703116,Lepidium campestre (L.) W.T.Aiton,1558,486,19,1800,2025,51,225,0.22566371681415928
7703757,Actaea cimicifuga L.,2,1,1,1935,1935,1,0,1.0
7704466,Lobularia libyca (Viv.) Webb & Berthel.,4,3,1,1991,2018,4,27,0.14285714285714285
7707872,Aconitum napellus subsp. lusitanicum Rouy,27,16,4,1997,2023,7,26,0.25925925925925924
7712976,Pulsatilla alpina subsp. alba Zämelis & Paegle,512,28,7,1893,2025,34,132,0.2556390977443609
7717694,"Cochlearia glastifolia Pall. ex DC., 1821",7,2,1,2013,2015,2,2,0.6666666666666666
7720044,Hymenolobus procumbens (L.) Nutt.,58,40,2,1924,2023,18,99,0.18
7721054,Ranunculus asiaticus L.,191,27,2,1993,2025,18,32,0.5454545454545454
7721826,"Glaucopsyche nausithous (Bergsträsser, 1779)",3,3,1,2015,2022,2,7,0.25
7722656,Ranunculus nemorosus subsp. serpens (Schrank) Tutin,3,3,2,2000,2010,2,10,0.18181818181818182
7722843,Ranunculus millefolius Banks & Sol.,5,5,2,1997,2025,3,28,0.10344827586206896
7723080,Senecio macrophyllus M.Bieb.,5,3,1,2013,2016,3,3,0.75
7723558,Sinapis alba subsp. dissecta (Lag.) Bonnier,4,3,1,2004,2005,2,1,1.0
7723626,Pulsatilla pratensis subsp. hungarica (Soó) Soó,53,21,2,2011,2025,11,14,0.7333333333333333
7727533,"Xestia borealis Nordström, 1933",39,10,2,1957,2023,17,66,0.2537313432835821
7728417,Barbarea vulgaris subsp. arcuata (Opiz ex J.Presl & C.Presl) Čelak.,9,9,3,2008,2023,3,15,0.1875
7729844,Hesperis laciniata f. spectabilis (Jord.) B.Bock,1,1,1,2002,2002,1,0,1.0
7730822,"Glaucopsyche teleius (Bergsträsser, 1779)",1,1,1,1921,1921,1,0,1.0
7730898,Aconitum pilipes (Rchb.) Gáyer,17,7,2,1983,2024,9,41,0.21428571428571427
7735272,Sphagnum capillifolium subsp. rubellum (Wilson) M.O.Hill,2,2,2,2022,2025,2,3,0.5
7735803,Clematis cirrhosa var. balearica (Rich.) Willk.,3,3,1,1991,2019,3,28,0.10344827586206896
7738295,"Erebia pandrose (Borkhausen, 1788)",3004,165,12,1861,2025,105,164,0.6363636363636364
7739747,Pulsatilla grandis subsp. grandis,1,1,1,2021,2021,1,0,1.0
7740136,Brassica oxyrrhina Coss.,14,7,1,1974,2017,6,43,0.13636363636363635
7742291,Dianthus saxatilis Pers.,27,5,1,1913,2003,4,90,0.04395604395604396
7744238,Aconitum napellus subsp. erminens (W.D.J.Koch) Murr,2,2,1,2013,2013,1,0,1.0
7746216,Caltha palustris var. palustris,2840,577,7,1893,2025,56,132,0.42105263157894735
7746364,Dianthus scaber Chaix,47,15,2,1997,2025,12,28,0.41379310344827586
7746758,"Thalictrum minus subsp. pubescens (Schleich. ex DC.) Rouy & Foucaud, 1893",5,5,1,1982,1996,3,14,0.2
7747063,Ranunculus lanuginosus var. lanuginosus,4,4,1,1919,1987,2,68,0.028985507246376812
7747630,Dianthus hoppei Port. ex Hayek,3,1,1,1847,1952,3,105,0.02830188679245283
7759323,Linaria intricata Coincy,8,5,1,1985,2010,4,25,0.15384615384615385
7759733,Draba spatulata Langsd. ex Rchb.,2,2,1,1936,1936,1,0,1.0
7762240,Dianthus barbatus subsp. compactus (Kit.) Heuff.,2,2,1,1995,1995,1,0,1.0
7763405,Ranunculus spicatus Desf.,3,2,1,2017,2024,2,7,0.25
7763754,Pulsatilla halleri subsp. rhodopaea (Stoj. & Stef.) K.Krause,49,8,2,2004,2025,11,21,0.5
7764372,Batrachium circinatum (Sibth.) Spach,1,1,1,2024,2024,1,0,1.0
7766211,Thalictrum simplex subsp. boreale (F.Nyl.) Á.Löve & D.Löve,188,36,2,1970,2024,34,54,0.6181818181818182
7767150,Iberis spathulata DC.,216,20,2,1880,2025,31,145,0.21232876712328766
7768959,Dianthus seguieri subsp. pseudocollinus (P.Fourn.) Jauzein,445,44,1,1874,2023,53,149,0.35333333333333333
7769512,Anemone hortensis subsp. heldreichii (Boiss.) Rech.fil.,47,16,1,2011,2025,9,14,0.6
7769809,Alyssum serpyllifolium L. ex B.D.Jacks.,147,23,2,2005,2018,3,13,0.21428571428571427
7770759,Minuartia gerardi (Willd.) Hayek,223,33,4,1821,2025,52,204,0.25365853658536586
7772218,Raphanus raphanistrum subsp. sativus (L.) Domin,22,19,8,2014,2025,10,11,0.8333333333333334
7773172,Draba verna var. krockeri (Andrz.) Rchb.,1,1,1,1929,1929,1,0,1.0
7774084,Nasturtium W.T.Aiton,1796,315,10,1955,2025,55,70,0.7746478873239436
7774794,Ranunculus pyrenaeus L.,852,73,3,1854,2025,55,171,0.31976744186046513
7774938,Thesium ebracteatum Hayne,50,13,5,1997,2025,9,28,0.3103448275862069
7775742,Thlaspi rotundifolium Tineo,7,5,2,2009,2022,3,13,0.21428571428571427
7776721,Linaria algarviana Chav.,127,6,2,1978,2025,16,47,0.3333333333333333
7777139,Senecio quinqueradiatus Boiss.,1,1,1,2010,2010,1,0,1.0
7777267,"Jasione maritima Dufour ex A.DC., 1839",6,2,1,2022,2022,1,0,1.0
7777772,"Erebia aethiopella Staudinger, 1897",29,9,2,2011,2025,9,14,0.6
7777907,Adonis aestivalis subsp. squarrosa (Steven) Nyman,75,30,1,1952,2019,18,67,0.2647058823529412
7782336,Matthiola sinuata (L.) R.Br.,2672,164,6,1978,2025,24,47,0.5
7782864,Camelina sativa subsp. alyssum (Mill.) Hegi & Em.Schmid,17,6,1,1933,1941,2,8,0.2222222222222222
7784712,Euzomodendron bourgaeanum Coss.,63,4,1,1976,2017,18,41,0.42857142857142855
7785313,Pulsatilla alpina subsp. austriaca Aichele & Schwegler,8,5,1,1911,2004,5,93,0.05319148936170213
7787103,Jacobaea vulgaris (L.) Claus,2,1,1,2016,2016,1,0,1.0
7787952,Dianthus attenuatus Sm.,5,4,2,2010,2019,3,9,0.3
7788500,Senecio glaberrimus DC.,4,2,1,1992,2015,2,23,0.08333333333333333
7789388,"Parnassius apollo var. alba Rebel & Rogenhofer, 1893",4,3,2,1882,1919,3,37,0.07894736842105263
7790128,Linaria tonzigii Lona,12,2,1,1968,2023,4,55,0.07142857142857142
7791190,"Erebia oeme Hübner, 1803",1212,156,8,1860,2025,85,165,0.5120481927710844
7791496,Pulsatilla vulgaris subsp. vulgaris,366,109,4,1965,2025,23,60,0.3770491803278688
7791558,"Erebia meolans von Prunner, 1798",4024,371,6,1882,2025,80,143,0.5555555555555556
7792857,Batrachium trichophyllum subsp. lutulentum (Songeon & E.P.Perrier) Janch.,1,1,1,1961,1961,1,0,1.0
7793505,Thalictrum minus subsp. dunense (Dumort.) Rouy & Foucaud,22,3,2,1989,2024,5,35,0.1388888888888889
7794474,Nigella arvensis subsp. aristata (Sm.) Nyman,3,3,1,2019,2025,2,6,0.2857142857142857
7798382,"Erebia pronoe Esper, 1780",1152,150,10,1848,2025,99,177,0.5561797752808989
7798484,Ranunculus kauffmanii P.Clerc,2,2,1,1986,1997,2,11,0.16666666666666666
7799083,Batrachium peltatum (Schrank) Bercht. & J.Presl,1,1,1,2020,2020,1,0,1.0
7801527,Sisymbrium thalianum J.Gay ex Monnard,1,1,1,1924,1924,1,0,1.0
7801836,Brassica napus subsp. napobrassica (L.) O.Schwarz,1,1,1,2012,2012,1,0,1.0
7806041,Hormathophylla lapeyrousiana (Jord.) P.Küpfer,282,60,2,1906,2025,31,119,0.25833333333333336
7807208,"Cottus gobio Linnaeus, 1758",188725,766,14,1883,2025,70,142,0.48951048951048953
7808195,Apium repens (Jacq.) Lag.,3061,53,6,1955,2024,45,69,0.6428571428571429
7808534,Draba muralis Thunb.,14,9,1,1855,2009,12,154,0.07741935483870968
7809794,Adonis flammea var. flammea,28,19,3,1835,2010,16,175,0.09090909090909091
7810125,Cardamine × zahlbruckneriana O.E.Schulz,1,1,1,2011,2011,1,0,1.0
7811024,Dianthus plumarius subsp. lumnitzeri (Wiesb.) Domin,4,1,1,1986,2024,4,38,0.10256410256410256
7811048,Consolida pubescens (DC.) Soó,167,41,1,1977,2023,32,46,0.6808510638297872
7815725,Aconitum napellus f. taurericum (Rchb.) Gáyer,7,2,1,1930,1976,5,46,0.10638297872340426
7816845,Sphagnum subnitens subsp. ferrugineum Flatberg,32,15,4,1980,2025,11,45,0.2391304347826087
7819135,Dianthus praecox subsp. praecox,6,4,1,1994,1994,1,0,1.0
7819589,Senecio elegans L.,6,2,1,2003,2018,4,15,0.25
7819894,Aconitum lasiostomum Rchb.,2,2,1,2018,2018,1,0,1.0
7821261,Ranunculus lanuginosus var. umbrosus (Ten. & Guss.) P.Fourn.,4,3,1,1967,1968,2,1,1.0
7821489,Ranunculus carpetanus var. alpinus Boiss. & Reut.,2,2,1,1850,1850,1,0,1.0
7822010,Anemone airei H.Lév.,1,1,1,2018,2018,1,0,1.0
7823018,Aconitum napellus subsp. burnatii (Gáyer) J.-M.Tison,56,6,1,1973,2019,12,46,0.2553191489361702
7824346,Sisymbrium pinnatifidum (Lam.) DC.,6,6,1,2019,2021,2,2,0.6666666666666666
7824512,"Parnassius apollo var. brittingeri Rebel & Rogenhofer, 1893",2,1,1,2003,2003,1,0,1.0
7824523,Odontites hollianus (Lowe) Benth.,123,3,1,2004,2025,14,21,0.6363636363636364
7824828,Dianthus strictus Banks & Sol.,2,2,1,2024,2024,1,0,1.0
7826194,Dianthus carthusianorum subsp. latifolius (Griseb. & Schenk) Hegi,4,3,2,1950,2020,3,70,0.04225352112676056
7826351,Ranunculus lanuginosus L.,2304,735,16,1906,2025,55,119,0.4583333333333333
7826389,Aconitum vulparia subsp. ranunculifolium (Rchb.) M.Laínz,13,6,1,1933,2003,6,70,0.08450704225352113
7832055,Ranunculus geissertii R.Engel ex Dunkel,1,1,1,2010,2010,1,0,1.0
7832470,Pulsatilla vulgaris subsp. grandis (Wender.) Zämelis,22,13,3,2008,2024,11,16,0.6470588235294118
7834209,Thalictrum maritimum Dufour,326,14,1,1909,2024,33,115,0.28448275862068967
7836243,Adonis microcarpa subsp. intermedia (Webb & Berthel.) Valdés,1,1,1,2014,2014,1,0,1.0
7837038,"Iberolacerta aranica (Arribas, 1993)",27,4,1,2017,2025,7,8,0.7777777777777778
7839124,"Cyrtopodion kotschyi (Steindachner, 1870)",15,11,2,1988,2015,6,27,0.21428571428571427
7840609,Dianthus superbus subsp. speciosus (Rchb.) Hayek,4,4,2,1973,1975,2,2,0.6666666666666666
7842450,Primula spectabilis Tratt.,88,17,1,1973,2025,17,52,0.32075471698113206
7842506,Pipistrellus brachyotos,1,1,1,2010,2010,1,0,1.0
7843848,Narcissus juncifolius Req. ex Lag.,2,2,1,1969,1969,1,0,1.0
7844022,Aquilegia viscosa Gouan,3,3,2,1912,2017,2,105,0.018867924528301886
7844337,Clematis erecta All.,2,2,1,2022,2022,1,0,1.0
7846398,Aconitum toxicum Rchb.,3,1,1,1910,2014,2,104,0.01904761904761905
7846758,Sphagnum beothuk R.E.Andrus,29,16,2,1960,2023,10,63,0.15625
7847104,Erysimum marschallianum Andrz. ex DC.,2,2,1,1977,1977,1,0,1.0
7849734,Senecio vulgaris var. denticulatus (O.F.Müll.) Hyl.,16,9,1,1997,2024,7,27,0.25
7850778,Parnassius apollo apollo,3,1,1,1912,2025,2,113,0.017543859649122806
7851058,Ranunculus parnassifolius subsp. baudierei Favarger & P.Küpfer,2,2,1,2014,2014,1,0,1.0
7854340,Sphagnum auriculatum var. auriculatum,4,2,1,1997,1997,1,0,1.0
7856754,Iberis intermedia var. durandii (Lorey & Duret) B.Bock,4,2,1,2017,2021,2,4,0.4
7859784,Alyssum saxatile Crantz,4,2,1,1965,1965,1,0,1.0
7860441,Descurainia bourgaeana (E.Fourn.) Webb ex O.E.Schulz,12,2,1,1983,2024,4,41,0.09523809523809523
7862804,Ranunculus parviflorus subsp. chius (DC.) Arcang.,4,1,1,1983,2010,2,27,0.07142857142857142
7865525,"Agrion fonscolombii Rambur, 1842",2,2,1,2007,2007,1,0,1.0
7866225,Ranunculus macrophyllus Desf.,228,77,4,1872,2025,40,153,0.2597402597402597
7868577,Sphagnum brevifolium (Lindb. ex Braithw.) Röll,3,1,1,1995,2010,2,15,0.125
7870683,Aethionema saxatile (L.) R.Br.,722,250,10,1917,2025,50,108,0.45871559633027525
7871641,Ranunculus bulbosus subsp. castellanus (Freyn) P.W.Ball & Heywood,34,17,1,1981,2016,13,35,0.3611111111111111
7872079,Dianthus carthusianorum subsp. sanguineus (Vis.) Hegi,34,9,3,2016,2025,7,9,0.7
7872334,Dianthus barbatus subsp. compactus (Kit.) Nyman,2,2,2,1960,1960,1,0,1.0
7872480,Senecio teneriffae Sch.Bip. ex Bolle,66,14,1,2015,2025,10,10,0.9090909090909091
7874489,Aethionema R.Br.,5,5,2,1987,1993,2,6,0.2857142857142857
7875825,"Limonium arboreum (Willd.) Erben, A.Santos & Reyes-Bet.",2,1,1,2024,2025,2,1,1.0
7877189,Anemone alpina L.,765,55,2,1907,2021,34,114,0.2956521739130435
7878022,Descurainia tanacetifolia subsp. tanacetifolia,199,12,1,1978,2023,24,45,0.5217391304347826
7881880,Ranunculus cortusifolius var. minor Lowe,43,2,1,2004,2004,1,0,1.0
7888993,Brassica fruticulosa Cyril.,75,18,1,1986,2023,11,37,0.2894736842105263
7889472,Helleborus purpurascens Waldst. & Kit.,176,32,6,1930,2025,19,95,0.19791666666666666
7892058,"Iberolacerta monticola monticola (Boulenger, 1905)",2,2,1,2023,2023,1,0,1.0
7893938,Diplotaxis erucoides subsp. erucoides,77,23,1,1969,2023,10,54,0.18181818181818182
7895520,Aconitum vulparia var. penninum (Ser.) P.Fourn.,1,1,1,,,0,,
7900342,Thalictrum morisonii C.C.Gmel.,4,1,1,,,0,,
7901407,Gentiana lutea subsp. symphyandra (Murb.) Hayek,95,27,3,2005,2025,9,20,0.42857142857142855
7903057,Brassica rapa L.,1081,264,15,1817,2025,57,208,0.2727272727272727
7903764,Senecio sarracenicus L.,196,57,9,1906,2025,40,119,0.3333333333333333
7903996,Rorippa × erythrocaulis Borbás,6,2,1,,,0,,
7907293,Pulsatilla styriaca (Pritz.) Simonk.,8,2,1,1853,1992,7,139,0.05
7908427,"Senecio aquaticus Loisel., 1807",88,54,5,2006,2025,15,19,0.75
7911174,"Margaritifera margaritifera (Linnaeus, 1758)",607,112,7,1908,2025,42,117,0.3559322033898305
7912721,Ranunculus acris subsp. borealis (Regel) Nyman,1,1,1,1988,1988,1,0,1.0
7914352,Ranunculus reptabundus Rupr.,64,8,1,1982,2024,24,42,0.5581395348837209
7914356,Clypeola L.,22,14,1,1975,2005,9,30,0.2903225806451613
7914777,Thalictrum minus subsp. pseudominus (Borbás) Soó,2,2,1,1965,2024,2,59,0.03333333333333333
7915331,Aconitum lasiocarpum (Rchb.) Gáyer,4,2,1,1963,1979,2,16,0.11764705882352941
7915550,Cardamine graeca var. eriocarpa (DC.) Fritsch,2,2,1,2020,2020,1,0,1.0
7915911,"Adonis cretica (Huth) Imam, Chrtek & Slaviková",6,5,1,2017,2022,3,5,0.5
7916120,Aquilegia ophiolithica Barberis & E.Nardi,6,3,1,2019,2025,2,6,0.2857142857142857
7916905,Coronopus L.,4,3,2,1979,2023,3,44,0.06666666666666667
7917031,"Rorippa palustris Greene, 1894",4,2,1,2015,2015,1,0,1.0
7917348,Ranunculus pyrenaeus subsp. angustifolius (DC.) Rouy & Foucaud,12,9,2,2004,2025,6,21,0.2727272727272727
7919101,Microthlaspi perfoliatum subsp. perfoliatum,3,3,1,2007,2010,2,3,0.5
7921749,Erysimum virgatum Lej.,8,4,2,1998,2005,4,7,0.5
7924330,Minuartia verna subsp. gerardi (Willd.) Graebn.,3,3,2,1986,2022,3,36,0.08108108108108109
7924418,"Senecio bicolor Ces., Pass. & Gibelli, 1878",3,3,1,2021,2022,2,1,1.0
7925805,"Draba nivalis DC., 1821",1,1,1,2018,2018,1,0,1.0
7928796,Ficaria verna subsp. bulbifera Á.Löve & D.Löve,2,2,1,2007,2009,2,2,0.6666666666666666
7930390,Myosotis rehsteineri Wartm.,16,4,2,1947,2025,10,78,0.12658227848101267
7930611,Frangula azorica Grubov,2969,28,1,1844,2025,29,181,0.15934065934065933
7931051,Thalictrum simplex L.,820,197,10,1885,2025,56,140,0.3971631205673759
7932637,"Hornungia procumbens var. pauciflora (W.D.J.Koch) B.Bock, 2012",46,8,1,1854,2021,17,167,0.10119047619047619
7933553,Primula scandinavica Bruun,1040,11,1,1868,2025,29,157,0.18354430379746836
7933718,"Helix fasciata Porro, 1838",2,2,1,1880,1880,1,0,1.0
7937421,Sphagnum majus subsp. majus,7,5,4,2012,2024,3,12,0.23076923076923078
7939048,Hippuris tetraphylla L.fil.,1553,17,2,1907,2025,54,118,0.453781512605042
7940299,Erebia lefebvrei Duponchel,222,41,2,1833,2025,21,192,0.10880829015544041
7940549,Petalophyllum ralfsii (Wils.) Nees & Gottsche,393,31,1,1988,2014,13,26,0.48148148148148145
7941223,Barbarea vulgaris R.Br.,1859,577,15,1842,2025,84,183,0.45652173913043476
7943814,Ranunculus oreophilus M.Bieb.,4,4,2,2002,2024,2,22,0.08695652173913043
7944196,"Eruca Hill, 1753",5,5,1,2012,2012,1,0,1.0
7946162,"Chrysocarabus auronitens (Fabricius, 1792)",9,6,1,1989,2007,3,18,0.15789473684210525
7946383,Dianthus corymbosus Sm.,7,5,2,2007,2015,3,8,0.3333333333333333
7950301,"Carabus purpurascens Fabricius, 1787",174,111,6,1969,2025,16,56,0.2807017543859649
7951391,"Oxygastra curtisii (Dale, 1834)",3019,271,6,1950,2025,43,75,0.5657894736842105
7954861,Arabis caerulea (All.) Haenke,501,24,4,1812,2023,42,211,0.19811320754716982
7956387,Hutchinsia alpina subsp. polatschekii M.Laínz,5,3,1,1987,1991,2,4,0.4
7956685,Narcissus scaberulus subsp. calcicola (Mendonça) Aedo,5,2,1,2018,2018,1,0,1.0
7958564,Euphrasia nana (Rouy) Prain,217,18,1,1908,2022,41,114,0.3565217391304348
7959810,Aconitum lycoctonum subsp. septentrionale (Regel) Mela & Cajander,3,2,1,1953,2022,3,69,0.04285714285714286
7964291,"Felis silvestris Schreber, 1777",1811,358,15,1971,2025,42,54,0.7636363636363637
7964592,Camelina microcarpa subsp. pilosa (DC.) Hiitonen,8,8,1,1975,2023,6,48,0.12244897959183673
7966304,Ranunculus paludosus Poir.,1268,273,5,1873,2025,61,152,0.39869281045751637
7966500,Malcolmia littorea (L.) R.Br.,354,44,2,1977,2024,37,47,0.7708333333333334
7967494,Aconitum × cammarum L.,61,44,3,1958,2025,32,67,0.47058823529411764
7967635,Ranunculus cyprius (Boiss.) Vierh.,17,1,1,2004,2025,7,21,0.3181818181818182
7971219,Dianthus × loretii Rouy & Foucaud,1,1,1,1956,1956,1,0,1.0
7971338,Draba lasiocarpa Adams,2,2,1,1933,1933,1,0,1.0
7971717,"Glaucopsyche arion (Linnaeus, 1758)",10,10,3,1990,2022,5,32,0.15151515151515152
7971921,Scilla verna subsp. ramburei (Boiss.) Maire,1,1,1,1996,1996,1,0,1.0
7972010,Cardamine pratensis L.,40105,3783,23,1815,2025,133,210,0.6303317535545023
7973741,Ranunculus aconitifolius subsp. aconitifolius,3,1,1,1995,1995,1,0,1.0
7976879,Aconitum napellus subsp. corsicum (Gáyer) W.Seitz,1824,2,1,1697,2024,28,327,0.08536585365853659
7976992,Lilium pomponium L.,151,27,4,1976,2025,19,49,0.38
7979638,Ranunculus flammula var. tenuifolius Wallr.,2,2,1,1962,1967,2,5,0.3333333333333333
7979812,Ranunculus velutinus Ten.,33,25,6,1984,2024,17,40,0.4146341463414634
7980850,Senecio petraeus Boiss. & Reut.,9,4,1,2004,2019,5,15,0.3125
7989002,Helleborus multifidus subsp. istriacus (Schiffn.) Merxm. & Podl.,65,16,3,2001,2025,11,24,0.44
7989075,"Carabus cancellatus tuberculatus Dejean, 1826",1,1,1,1994,1994,1,0,1.0
7990169,Arctophila fulva var. pendulina (Laest. ex Wahlenb.) Holmb.,473,4,1,1864,2025,48,161,0.2962962962962963
7990532,Thalictrum simplex subsp. tenuifolium (Sw. ex Hartm.) Sterner,615,26,3,1860,2025,32,165,0.1927710843373494
